,count,title,composer,event,specification,grade,average std dev above mean,average uil score,average score above expected
933-3-22177,23,The Boar's Head Carol,Anon. or Trad.,Tenor-Bass Chorus,(TTBB) (a cappella),3,-0.28310558918909146,1.4343478260869562,0.025880879576784623
931-4-27607,23,El Vito,Anon. or Trad.,Mixed Chorus,"(SATB divisi) (piano, 4 hands) (accomp)",4,-0.38006558985627925,1.3330434782608693,0.15724728550436104
935-2-27859,23,Scarborough Faire,DeWitt,Treble Chorus,(opt. flute or recorder) (accomp),2,-0.31340093962203786,1.4352173913043478,0.03171627228867626
935-3-27901,23,O God of Love,Gluck,Treble Chorus,(SA) (flute or vln) (accomp),3,-0.45336352253876266,1.4786956521739132,0.06914668914684426
931-4-29337,23,Kyrie Eleison,Mozart,Mixed Chorus,(SATB) (inst opt) (accomp),4,-0.4385778393703319,1.3621739130434782,0.1471424032980307
935-4-30429,23,Alleluia,Bach,Treble Chorus,(SSA) (a cappella),4,-0.373996381127087,1.3765217391304347,0.09466736594846076
933-3-33361,23,Tshotsholoza,Traditional,Tenor-Bass Chorus,(TTBB) (a cappella),3,-0.144924529219852,1.3621739130434785,-7.383689450482632e-05
935-4-27950,23,"Hoj, Hura, Hoj (O Mountain, O)",Macha,Treble Chorus,"(SSAA, soli) (a cappella)",4,-0.11655834085024197,1.0291304347826087,0.3163922407600879
935-1-33303,23,Gloria,Trotta,Treble Chorus,(SA) (accomp),1,-0.10030634263199367,1.2608695652173914,0.10633392689127995
931-3-21214,23,"Dadme albricias, hijos d'Eva",Anon. or Trad.,Mixed Chorus,(English or Spanish) (solo opt) (a cappella),3,-0.3266339348095133,1.3330434782608693,0.15449436113642545
933-5-22461,23,La Pastorella,Schubert,Tenor-Bass Chorus,(Italian) (accomp),5,-0.41404534773210266,1.303478260869565,0.20336749093737044
931-3-28812,23,Steal Away,Anon. or Trad.,Mixed Chorus,(SATB) (accomp),3,-0.22359938134862478,1.2169565217391305,0.17147565356504427
933-4-30823,22,Abide With Me,Monk,Tenor-Bass Chorus,(TTBB) (a cappella),4,-0.3999545954366537,1.5745454545454542,-0.0912608806033631
933-2-22031,22,My Wild Irish Rose,Anon. or Trad.,Tenor-Bass Chorus,(TB) (accomp),2,-0.33142186306992194,1.5309090909090912,-0.02793087022917229
935-1-29420,22,Arirang,Anon. or Trad.,Treble Chorus,(2 part) (accomp),1,-0.45416470991613855,1.4845454545454546,0.06580674426727318
931-5-21725,22,I Love My Love,Anon. or Trad.,Mixed Chorus,(SATB divisi) (a cappella),5,-0.01384891239423336,1.2272727272727273,0.07822484716295232
933-4-30829,22,Umi Sono Ai,Dan,Tenor-Bass Chorus,(TTBB) (Japanese text) (accomp),4,-0.23538983664208457,1.3940909090909088,0.006434527936399597
935-2-27819,22,A Festive Alleluia,Lightfoot,Treble Chorus,(SA ONLY) (accomp),2,-0.011552967449280027,1.2422727272727272,0.09034267060496624
931-4-21554,22,Ave Verum,Elgar,Mixed Chorus,(Latin) (sop solo) (keyboard) (accomp),4,-0.4385140523122171,1.620909090909091,-0.12934385727880418
931-2-27484,22,Weep O Mine Eyes,Bennet,Mixed Chorus,(SAB) (a cappella),2,-0.39715493832775395,1.7422727272727272,-0.2285924775401728
935-1-27814,22,Hitori,Anon. or Trad.,Treble Chorus,(SA divisi) (Japanese) (opt orff inst) (accomp),1,-0.3727771284098278,1.5304545454545455,-0.05064355573995722
935-5-23144,22,Ave verum corpus,Poulenc,Treble Chorus,(Latin) (a cappella),5,-0.15788531643365733,1.3971428571428572,-0.03479415468076056
935-1-22556,22,Sakura,Anon. or Trad.,Treble Chorus,(SA) (accomp),1,-0.10545718794764847,1.3336363636363635,0.01447640144745398
931-5-21670,22,Rainsong,Bright,Mixed Chorus,(SATB divisi) (a cappella),5,-0.47796963997565833,1.4090909090909092,0.1526196375164094
931-5-21674,21,Ave Maris Stella,Busto,Mixed Chorus,(Latin) (SATB divisi) (a cappella),5,-0.4800196363857079,1.539047619047619,0.03967854612449412
931-3-33332,21,Alleluia,Byrd,Mixed Chorus,(SAB) (accomp),3,-0.5055250393965904,1.555238095238095,0.027059396217108105
931-6-21910,21,Te Deum Hob. XXIIIc:2,Haydn,Mixed Chorus,(Latin) (piano or orchestra) (accomp),6,-0.4223233089771776,1.1931578947368422,0.3022950442890042
935-1-22496,21,Mailied II (Second May Song),Schubert,Treble Chorus,(German or English) (SA) (sing three verses) (omit french horn) (a cappella),1,-0.4769161129029298,1.4761904761904763,0.09337879115739393
931-3-21227,21,"Music, Most Wondrous Lovely Art",Jeep,Mixed Chorus,(English or German) (a cappella),3,-0.5276751986512618,1.4276190476190476,0.17488906237565008
931-3-30787,21,Ani Ma Amin,Anon. or Trad.,Mixed Chorus,(SATB) (piano or opt inst) (accomp),3,-0.29397889716498504,1.6514285714285717,-0.22123287156473034
935-4-23022,21,Nigra Sum,Casals,Treble Chorus,(Latin) (accomp),4,-0.29365643666948893,1.38,0.03449567424811996
935-3-22828,21,Autumn Song,Butler,Treble Chorus,(accomp),3,-0.3347029034201885,1.3019047619047621,0.1621779444522448
931-5-21671,21,Locus Iste,Bruckner,Mixed Chorus,(Latin) (a cappella),5,-0.30383172002922687,1.5561904761904766,-0.13535335912191376
931-5-36771,21,O Love,Hagenberg,Mixed Chorus,(SATB) (accomp),5,0.02270187921019262,1.2626315789473685,0.056746889421111064
931-4-21426,21,Salmo 150,Aguiar,Mixed Chorus,(a cappella),4,0.010223280240972188,1.2538095238095237,0.0714678041684042
931-3-21336,21,Yo Paso Las Noches,Anon. or Trad.,Mixed Chorus,(keyboard or guitar) (accomp),3,-0.4080206907990014,1.5080952380952382,0.010941477324151341
931-4-21561,21,Gloria from Mass in Time of War,Haydn,Mixed Chorus,(Latin) (SATB) (accomp),4,-0.30456452595968697,1.3166666666666667,0.1316941129371964
935-2-27880,21,"My Lord, What A Morning",Anon. or Trad.,Treble Chorus,(accomp),2,-0.5238069658261857,1.9366666666666663,-0.3176814340196089
931-3-35307,21,O Magnum Mysterium,Ramos,Mixed Chorus,(SAB or SATB) (a cappella),3,0.02270187921019262,1.2219047619047618,0.09747370646371759
931-2-32032,21,El Vito,Traditional Spanish,Mixed Chorus,(SAB) (accomp),2,0.010223280240972188,1.3961904761904758,-0.07091314821254818
931-3-21218,20,Agnus Dei,Hassler,Mixed Chorus,(Latin) (a cappella),3,-0.44216289546486887,1.7835,-0.248858838354511
933-1-30818,20,A Great Big Sea,Anon. or Trad.,Tenor-Bass Chorus,(TB) (piano w/ opt penny whistle or flute) (accomp),1,-0.35435581701587937,1.5170000000000001,-0.06533815836715748
935-4-27951,20,Brush Strokes,Martin,Treble Chorus,(SSA divisi) (accomp),4,-0.311207647715553,1.1824999999999999,0.24531736484414357
933-5-22408,20,L'Amour de Moy,Anon. or Trad.,Tenor-Bass Chorus,(tenor solo) (a cappella),5,-0.44397023546877756,1.3329999999999997,0.19217966171948192
931-3-34493,20,SISI NI MOJA,Narverud,Mixed Chorus,(djembe REQUIRED) (accomp),3,0.07458950329577063,1.284,-0.011130779473238928
935-2-28809,20,"Sing to the Lord, Alleluia",Bacak,Treble Chorus,(SSA) (a cappella),2,-0.05591329429589642,1.25,0.10654128390800519
935-2-27853,20,"Regina Coeli, Laetare",Courtaux,Treble Chorus,(organ or keyboard) (accomp),2,-0.49331396806516237,1.6835,-0.12775075050544876
931-1-35282,20,Rain Has Fallen,Gray,Mixed Chorus,(3 part mixed) (accomp),1,0.1007945611311335,1.45,-0.18951838465308085
933-1-29532,20,"Come On, Boys",Bailey,Tenor-Bass Chorus,(TB) (accomp),1,-0.029708236460533444,1.2665,0.07765367872816328
931-4-21483,20,Hodie,McRae,Mixed Chorus,(Latin) (treble solo) (a cappella),4,-0.46371980134273194,1.4324999999999999,0.11060388064998905
931-4-21444,20,Flower of Beauty,Clements,Mixed Chorus,(SATB div) (a cappella),4,-0.1410526482920207,1.2665,0.09405709556066673
935-1-27816,20,Sing Alleluia,Gilpin,Treble Chorus,(opt descant) (accomp),1,-0.2328998104932578,1.55,-0.10842031633257446
933-2-22069,20,En Roulant,Anon. or Trad.,Tenor-Bass Chorus,(w/ hand drum) (baritone solo) (a cappella),2,-0.4693864149835183,1.5505,-0.004981083836013545
935-3-31084,19,"Torna, O Bella",Gluck,Treble Chorus,(SSA)(Italian) (accomp),3,-0.2845243966719391,1.3157894736842106,0.10311614841153109
935-5-23216,19,Psalm 150,Willcocks,Treble Chorus,(keyboard) (accomp),5,-0.26567608054716807,1.2105263157894737,0.20269880948089733
933-5-22437,19,Two Liebeslieder Waltzes Op. 52,Brahms,Tenor-Bass Chorus,(German) (TB) (sing both) (accomp),5,-0.2663548181214026,1.263157894736842,0.1404991872111294
931-5-27661,19,Heilig,Mendelssohn,Mixed Chorus,(SATB double chorus) (German) (a cappella),5,-0.437231550753854,1.2805263157894735,0.22840998418825842
933-1-29286,19,Songs of Art,Purcell,Tenor-Bass Chorus,(TB) (accomp),1,-0.1205931105769853,1.5963157894736841,-0.23197268576451932
933-3-33307,19,In Umbra,Thomas,Tenor-Bass Chorus,(TTB) (accomp),3,-0.05707027957350319,1.263157894736842,0.08135569188973785
935-4-27955,19,Deep River,Anon. or Trad.,Treble Chorus,(SSAA) (opt vlc & horn) (accomp),4,-0.3470095803959006,1.1752631578947368,0.27913163261166646
931-4-21236,19,Die Nachtigall,Mendelssohn,Mixed Chorus,(German) (a cappella),4,-0.11816639532175088,1.2105263157894737,0.13666279996718494
935-4-35420,19,Jericho,Wright,Treble Chorus,(SSA) (accomp),4,0.07750376125997582,1.3157894736842106,-0.03774213024314179
935-3-33784,19,In You I Found,Farnell,Treble Chorus,(SSA) (accomp),3,-0.018674527898275173,1.2452631578947368,0.09367468707349301
931-5-30354,19,Vox Populi,Svilainis,Mixed Chorus,(SSATBB) (a cappella),5,-0.16778555665538342,1.2626315789473685,0.11271293877886297
933-5-28021,19,Laudate Dominum,Charpentier,Tenor-Bass Chorus,(Latin) (TTB) (continuo) (accomp),5,-0.49178091360480347,1.5442105263157897,0.03897291750483089
935-4-32017,19,The Seal Lullaby,Whitacre,Treble Chorus,(SSA) (accomp),4,-0.04625879930392052,1.2973684210526315,0.05460900831543184
935-2-35369,19,Oceans and Stars,Bernon,Treble Chorus,(2 part) (opt string accompaniment) (accomp),2,0.061063196645040785,1.315263157894737,-0.024816476975444892
935-2-22635,19,Song of Farewell,Anon. or Trad.,Treble Chorus,(SA) (accomp),2,-0.5124296910316657,1.5789473684210527,-0.02693793658540238
931-5-30808,19,Grace Before Sleep,Labarr,Mixed Chorus,(SATB) (divisi) (a cappella),5,-0.22838805055922595,1.1405263157894738,0.25566913169792105
935-3-33222,19,Stars,Patterson,Treble Chorus,(SSA divisi) (accomp),3,-0.29817862965726727,1.2452631578947366,0.17678661324089767
931-5-29403,19,Lux Aurumque,Whitacre,Mixed Chorus,(SATB) (a cappella),5,-0.28843004372579295,1.333157894736842,0.0786176576510723
935-1-22569,19,The Mending Song,Kallman,Treble Chorus,(unison) (clarinet) (accomp),1,-0.2520530265505081,1.3505263157894736,0.06628340447687875
931-3-30314,19,Quel Tristarel D'Amore,Bellasio,Mixed Chorus,(Italian)(SAB) (a cappella),3,-0.26289201892388436,1.6657894736842105,-0.26572597464350056
935-5-23142,18,Ave Maria,Pinkham,Treble Chorus,(Latin) (SA) (a cappella),5,-0.4291433757785026,1.388333333333333,0.10036996390298232
933-3-22219,18,So Wahr Die Sonne Scheinet,Schumann,Tenor-Bass Chorus,(German) (TB) (accomp),3,-0.2478811780901813,1.3327777777777778,0.07503867791670302
935-3-29498,18,Bringet Her Dem Herrn,Telemann,Treble Chorus,(SA) (w/ continuo) (accomp),3,-0.4598634657573262,1.5561111111111114,0.010414066242361778
935-1-31066,18,The Cherry Orchard,Wimberley,Treble Chorus,(SA) (a cappella),1,-0.020973217182079118,1.7405555555555559,-0.4005310785540062
931-4-27560,18,Ye Followers of the Lamb,Anon. or Trad.,Mixed Chorus,(SSAATB) (accomp),4,-0.11021080161879904,1.3516666666666666,0.012499486215470059
935-2-27872,18,Forever Lift Your Voice,Mozart,Treble Chorus,(opt flutes) (accomp),2,-0.4480443328887973,1.7405555555555554,-0.18649935765371117
931-3-30788,18,Bonzorno Madonna,Scandello,Mixed Chorus,(SATB) (a cappella),3,-0.115112375711929,1.1849999999999998,0.18033519371241166
935-5-32018,18,O Frondens Virga,von Bingen,Treble Chorus,(SSA) (a cappella),5,-0.2574352468910923,1.073888888888889,0.3233206736065357
935-5-23178,18,Messe basse pour voix de femmes,Faure,Treble Chorus,(French) (SA w/ sop solo) (sing two mvts) (organ or harmonium) (accomp),5,-0.48781856573608895,1.703888888888889,-0.12004278106321091
935-2-22564,18,Sound the Trumpet! Praise Him!,Haydn,Treble Chorus,(2 part) (keyboard) (accomp),2,-0.45402995008067015,1.5366666666666668,0.02944762727478889
931-5-21862,18,How Still He Rests,Pierce,Mixed Chorus,(SATB divisi) (oboe & wind chimes) (accomp),5,-0.46028851064630794,1.2783333333333333,0.24008538654429212
935-5-23197,18,Heart We Will Forget Him,Mulholland,Treble Chorus,(piano & french horn) (accomp),5,-0.3041773240481529,1.3144444444444445,0.10745842429055613
931-5-30805,18,Dawn,Barnum,Mixed Chorus,(SATB) (a cappella),5,-0.09141125929409899,1.2594444444444446,0.07888550920955875
931-5-29324,18,Beatus Vir,Haydn,Mixed Chorus,(SATB) (accomp),5,-0.385950016928017,1.4805555555555554,0.004967546948371513
935-5-27985,18,Three Madrigals,Krenek,Treble Chorus,(SSA) (sing all) (a cappella),5,-0.30091525328066915,1.1672222222222226,0.2703213026350064
935-2-35386,18,Bandyrowe,Traditional Irish Folk Song,Treble Chorus,(2 part) (accomp),2,0.022701879210192732,1.3138888888888889,0.005489579479590587
931-2-21121,18,Miserere Nobis,Johnson,Mixed Chorus,(Latin) (SAB) (accomp),2,-0.22086345254047157,1.4627777777777777,-0.06898760371377288
935-2-22673,18,Charlotte-Town,Anon. or Trad.,Treble Chorus,(SA) (accomp),2,-0.15971164093322,1.3522222222222224,0.05089152528353333
931-6-21896,18,Gloria,Bass,Mixed Chorus,"(Latin) (piano or organ; or, orchestra) (accomp)",6,-0.49683281005415747,1.5,0.056987521474896906
935-1-36789,17,Three Solfege Songs and Rounds,Courtney,Treble Chorus,(unison) (sing Alleluia OR Dona Nobis Pacem) (Latin REQUIRED) (a cappella),1,0.022701879210192732,1.6676470588235295,-0.3482685904550499
935-3-35406,17,Shule Aroon,Traditional Irish Folk Song,Treble Chorus,(SSA) (opt violin) (accomp),3,0.0594513765847533,1.0588235294117647,0.23283877282892168
931-2-21115,17,"Jesus, Sun of Life, My Splendor",Handel,Mixed Chorus,"(sing first verse) (vln, vlc) (accomp)",2,-0.3866158919424387,1.4111764705882355,0.0513447211126298
935-4-33218,17,Yo Le Canto Todo El Dia,Brunner,Treble Chorus,(SA divisi) (accomp),4,-0.03895708040242618,1.078235294117647,0.2702904805563428
931-5-30339,17,Beati Quorum Via,Stanford,Mixed Chorus,(SSATBB) (a cappella),5,-0.149403512461602,1.3923529411764703,-0.03275284636821213
931-3-27517,17,I Want To Be Ready,Anon. or Trad.,Mixed Chorus,(baritone solo) (a cappella),3,-0.3014645849708968,1.3729411764705883,0.10199509415747313
935-5-27972,17,Salve Regina,Busto,Treble Chorus,(SSAAA) (a cappella),5,-0.12070119654284173,1.1170588235294119,0.23015391681711445
933-5-22391,17,Passing By,Purcell,Tenor-Bass Chorus,(a cappella),5,-0.5206300052204489,1.7452941176470589,-0.13003272807475
933-4-22333,17,Sing for Joy,Pote,Tenor-Bass Chorus,"(opt flute, brass, bongos) (accomp)",4,-0.45853853786855714,1.4311764705882353,0.0874314907755099
935-1-22565,17,A La Ferme,Henderson,Treble Chorus,(French) (unison) (accomp),1,-0.46788317995888584,1.5676470588235294,-0.023603225791206047
931-4-30331,17,"Search Me, O God",Priano,Mixed Chorus,(SATB) (a cappella),4,-0.29679810783630045,1.4894117647058824,-0.07255981218331581
933-5-22452,17,From Heav'n Above,Luther,Tenor-Bass Chorus,(TBB) (vla & vlc) (accomp),5,-0.4327005729215687,1.3723529411764706,0.15920579915161165
931-2-29434,17,Joshua's Battle,Anon. or Trad.,Mixed Chorus,(3 part mixed) (accomp),2,-0.20845585535443756,2.058235294117647,-0.6695664291512363
935-2-22702,17,Canticle of Praise,Anon. or Trad.,Treble Chorus,(keyboard) (accomp),2,-0.5208472780882105,1.588235294117647,0.03106279329238845
935-4-22973,16,Ladybird,Kodaly,Treble Chorus,(a cappella),4,-0.2859310339401908,1.229375,0.1819004796350359
935-4-33349,16,Arise My Love,Szymko,Treble Chorus,(SSA) (accomp),4,0.022701879210192732,1.0,0.3193784683684795
935-4-30443,16,Musica Dei,Shelton,Treble Chorus,(SSAA)(w/ ob) (accomp),4,-0.3633054056815934,1.458125,0.004121881688565213
933-2-29570,16,Charlottown,Anon. or Trad.,Tenor-Bass Chorus,(TB) (accomp),2,-0.18586501121205412,1.3131249999999999,0.06086912781082102
931-5-30815,16,The Sounding Sea,Barnum,Mixed Chorus,(SATB) (divisi) (a cappella),5,-0.2597167035349772,1.229375,0.17225979598760363
931-2-21124,16,Kyrie,Klouse,Mixed Chorus,(SAB) (accomp),2,-0.24928735038135685,1.75,-0.34810630083300087
931-2-20992,16,Bone Pastor,Palestrina,Mixed Chorus,(Latin) (SATB) (a cappella),2,-0.45358117548861143,1.6875,-0.1355443269443116
931-5-30338,16,Ave Maria,Memley,Mixed Chorus,(SATB div) (a cappella),5,-0.3239537475156755,1.3125,0.12206302975882012
931-4-27572,16,Plaudant Aetheri,Holzbauer,Mixed Chorus,(opt inst ensemble) (accomp),4,-0.32686647189118845,1.041875,0.41707336356329566
933-2-22060,16,Integer Vitae,Flemming,Tenor-Bass Chorus,(Latin or English) (CCBB) (a cappella),2,-0.39391131458185913,1.4387500000000002,0.04907745267641159
935-4-29271,16,I Will Be Earth,Walker,Treble Chorus,(SSA) (accomp),4,-0.11065881952421686,1.1868750000000001,0.19740017811750377
935-3-27893,16,Windchimes,Butler,Treble Chorus,(windchimes or mark tree) (accomp),3,-0.5365586445802561,1.0625,0.5135356899966697
935-3-22675,16,Jubilate!,Curtright,Treble Chorus,(2 part) (accomp),3,-0.29390161056162056,1.333125,0.08734957416077901
935-4-22986,16,El Jarabe Tapatio,Anon. or Trad.,Treble Chorus,(Spanish) (a cappella),4,-0.37616382548548044,1.3743750000000001,0.14323112144944994
931-3-21333,16,Piu non si trovano,Mozart,Mixed Chorus,"(Italian) (SAB) (3 clarinets, no piano) (accomp)",3,-0.4282097107803773,1.479375,0.03419117148407058
933-1-21934,16,As The Holly Groweth Green,Anon. or Trad.,Tenor-Bass Chorus,(a cappella),1,-0.10832340996662237,1.4787499999999998,-0.09743350573231102
931-4-20963,16,Shir Hama-alot,Rossi,Mixed Chorus,(Hebrew) (SAB) (w/o accomp)) (a cappella),4,-0.3337645258277244,1.7300000000000004,-0.26858995431604876
935-2-22680,16,The Moonflower,DeWitt,Treble Chorus,(SA) (flute/piano opt) (accomp),2,-0.43649105701816815,1.4587500000000002,0.060053976438610726
931-4-30799,15,Northern Lights,Gjeilo,Mixed Chorus,(SATB) (a cappella),4,-0.24398879924231576,1.4673333333333332,-0.0674645440293812
933-3-22192,15,Child of God,Anon. or Trad.,Tenor-Bass Chorus,(T(T)BB)(accomp),3,-0.2301056557897041,1.2446666666666668,0.14473157098900807
935-3-22824,15,Die Schwestern,Brahms,Treble Chorus,(German) (accomp),3,-0.507717436737678,1.577333333333333,0.040455978948731805
931-4-21604,15,Ehre sei dem Vater,Schutz,Mixed Chorus,(German) (opt continuo) (accomp),4,-0.3913567782173808,1.4660000000000002,0.03424812669321189
931-1-30782,15,Agnus Dei,Snyder,Mixed Chorus,(SAB) (accomp),1,-0.20671104229984327,1.7113333333333334,-0.32846288573555077
931-2-30308,15,Sanctus,Howard,Mixed Chorus,(SAT(B)) (accomp),2,-0.1697809997068982,1.2886666666666666,0.08547434908141946
935-2-36798,15,Nino Precioso,Traditional Nicaraguan Folksong,Treble Chorus,(2 part) (opt. percussion) (accomp),2,0.022701879210192732,1.222,0.09737846836847949
935-3-28773,15,Dixit Dominus,Galuppi,Treble Chorus,(SSA) (accomp),3,-0.394919037466847,1.6,-0.1185768249873607
935-4-23056,15,Herbstlied,Mendelssohn,Treble Chorus,(German) (SA) (accomp),4,-0.14656751284254788,1.066,0.30081695984036483
935-5-23107,15,Pie Jesu,Cleveland,Treble Chorus,(Latin) (w/o accomp) (a cappella),5,-0.4743507039416268,1.3106666666666664,0.2688347923693799
933-2-33324,15,Set Me As a Seal,Leavitt,Tenor-Bass Chorus,(TTB)(accomp or accapella),2,-0.13707058170679232,1.444,-0.08310172012538143
935-2-22510,15,Sonntag (Sunday),Brahms,Treble Chorus,(German or English) (unison) (accomp),2,-0.45643675270941686,1.5319999999999998,0.012365190442507102
931-2-27497,15,Gloria!,Stephens,Mixed Chorus,(accomp),2,-0.13452846780198535,1.4,-0.006295900552469114
935-4-23060,15,"Savory, Sage, Rosemary and Thyme",Anon. or Trad.,Treble Chorus,(SSAA) (opt percussion) (accomp),4,-0.5162233710264761,1.4673333333333332,0.11746073088249002
931-5-32027,15,Alleluia,Runestad,Mixed Chorus,(SATB)(Clap optional) (a cappella),5,-0.2296120500283323,1.1333333333333333,0.25883942019905853
931-3-29298,15,O Music,Mason,Mixed Chorus,(piano & trumpet) (accomp),3,-0.44112150083906587,1.3113333333333335,0.17150683379895343
