,count,title,composer,event,specification,grade,average std dev above mean,average uil score,average score above expected
931-4-21478,44,O Filii Et Filiae,Leisring,Mixed Chorus,(Latin) (double choir) (a cappella),4,-0.4532490261161515,1.4997727272727273,0.037496609910198604
931-3-21252,44,Lobet den Herren,Praetorius,Mixed Chorus,(German) (a cappella),3,-0.45391779383428443,1.3938636363636363,0.18175528855240336
931-3-21193,43,Je ne fus jamais se aise,Certon,Mixed Chorus,(French) (SAB) (a cappella),3,-0.4257932090167873,1.5739534883720931,-0.05605144232891416
935-3-22797,43,"Ah, Must We Part",Monteverdi,Treble Chorus,(English or Italian) (a cappella),3,-0.45873062773157236,1.2632558139534884,0.2630779754547458
931-2-21053,43,Benedictus,di Lasso,Mixed Chorus,(Latin) (3 part mixed) (a cappella),2,-0.5245672224484352,1.7674418604651163,-0.16588765743423092
933-2-22080,43,"Jesu, Joy of Man's Desiring",Bach,Tenor-Bass Chorus,(CBB) (opt handbells) (accomp),2,-0.44423651182296764,1.3874418604651162,0.14994908071905985
933-4-27787,42,Beati Mortui,Mendelssohn,Tenor-Bass Chorus,"(TTBB divisi, TTBB quartet) (a cappella)",4,-0.43065801441232976,1.2854761904761904,0.22699284563107353
933-1-32035,42,The Rail Worker,Winebrenner,Tenor-Bass Chorus,(TB)(A Capella only) (a cappella),1,-0.15139199516426172,1.4207142857142856,-0.048217053373400584
931-5-21786,41,Hodie Christus Natus Est,Sweelinck,Mixed Chorus,(Latin) (SSATB) (w/ or w/o accomp) (accomp),5,-0.48914329010982116,1.3743902439024391,0.18640296165759018
935-3-28791,41,The Poet Sings,Stroope,Treble Chorus,(SSA) (accomp),3,-0.009255508393908096,1.333170731707317,0.0013145722463354659
935-3-27889,41,"Du Friedefurst, Herr Jesu Christ",Bach,Treble Chorus,(SA) (German) (vln) (accomp),3,-0.3978411971161999,1.4546341463414632,0.042760403362259065
933-5-22399,41,Liebe,Schubert,Tenor-Bass Chorus,(German) (a cappella),5,-0.4339169995427843,1.3814634146341462,0.15231775859993887
935-3-33300,41,Weevily Wheat,Traditional,Treble Chorus,(SA)(clapping percussion not optional) (a cappella),3,-0.15927789478270715,1.1621951219512192,0.2132124912134512
931-4-29364,40,Jenny Rebecca,Hall,Mixed Chorus,(SSATB) (a cappella),4,-0.3283688959985924,1.2912499999999998,0.1641564457084114
935-2-22710,40,Nine Hundred Miles,Anon. or Trad.,Treble Chorus,(SSA) (accomp),2,-0.4778316962150595,1.4242499999999996,0.17762527524110788
935-3-27913,40,Music on the Waters,Printz,Treble Chorus,(SA divisi) (vln or flute) (accomp),3,-0.4664812885546856,1.3667500000000001,0.17430700531822815
931-4-21515,40,"Ride On, King Jesus!",Anon. or Trad.,Mixed Chorus,(SATB div) (a cappella),4,-0.36586697864337614,1.3415000000000001,0.1460993776575934
931-6-21915,40,Regina Coeli,Mozart,Mixed Chorus,(Latin) (keyboard or orchestra) (accomp),6,-0.46100377725140174,1.504864864864865,0.0346319037325064
935-2-30399,40,Antiphonal Kyrie,Thrift,Treble Chorus,(SA) (a cappella),2,0.009599350292511688,1.3579999999999999,-0.03242772904159956
935-1-29433,40,Dance of the Willow,Ebel- Sabo,Treble Chorus,(unison) (accomp),1,-0.0231569720016922,1.36625,-0.02519322256679719
935-3-28795,39,Hamisha Asar,Jagoda,Treble Chorus,(SSA) (accomp),3,-0.24735060036065804,1.1794871794871793,0.21338553802747498
931-5-21817,39,Neckereien,Brahms,Mixed Chorus,(German) (accomp),5,-0.4541237298054519,1.4612820512820512,0.07493168123714002
935-3-28780,39,Keep Your Lamps!,Anon. or Trad.,Treble Chorus,(SSA) (conga drums) (accomp),3,-0.43216220840449715,1.3584615384615384,0.14384085350135656
931-5-21870,39,Christ Lag in Todesbanden,Schein,Mixed Chorus,(German) (SAB) (continuo) (accomp),5,-0.4822907977093678,1.7771794871794868,-0.21445083666348053
931-1-21011,39,"Come, Live With Pleasure",Handel,Mixed Chorus,"(SAB, opt solo) (opt flutes) (accomp)",1,-0.4340880626655226,1.7864102564102564,-0.24677273151903106
935-3-27888,39,Exsultate justi in Domino,Adams,Treble Chorus,"(SA divisi, soli) (accomp)",3,-0.3864387580618691,1.4956410256410255,0.045855636363309096
935-1-31069,38,Kyrie Canon,Beck,Treble Chorus,(SA) (accomp),1,-0.1322243525950726,1.4297368421052632,-0.07378652245194069
931-4-21460,38,Merrily We Live,Este,Mixed Chorus,(SAB) (a cappella),4,-0.43413604205774825,1.5436842105263158,0.0010320042124251317
935-1-29492,38,Shady Grove,Dougherty,Treble Chorus,(2 part) (accomp),1,-0.18803508062958163,1.2705405405405408,0.11742885758094454
931-3-21348,38,Ya Viene la Vieja,Anon. or Trad.,Mixed Chorus,(Spanish) (SAB or SATB) (w/ designated inst) (accomp),3,-0.4170002777046675,1.7544736842105264,-0.23495880915062306
935-1-22495,38,Mailied I (First May Song),Schubert,Treble Chorus,(German or English) (SA) (sing two verses) (omit french horn) (a cappella),1,-0.46174713467139106,1.3678947368421053,0.172726150749082
931-3-21353,38,Gloria in Excelsis Deo,Vivaldi,Mixed Chorus,(keyboard) (accomp),3,-0.11644073476305472,1.4118421052631578,-0.07034245525860286
935-3-30416,38,Credo in C,Mazzoni,Treble Chorus,(SA)(sing mvt 1 only) (accomp),3,-0.4101273300261947,1.4910526315789472,-0.005852234348664653
931-3-21306,38,Be Merciful Unto Me,Handel,Mixed Chorus,(SAB) (keyboard) (accomp),3,-0.46805727109899986,1.5344736842105264,0.005345631214279065
931-2-21107,38,"I. O Mistress Mine, Where Are You Roaming (from Three Ma",Diemer,Mixed Chorus,(accomp),2,-0.4406952387102887,1.6047368421052632,-0.08331582969469205
931-1-21023,38,Hodie,McPheeters,Mixed Chorus,(3 part mixed) (accomp),1,-0.4662193344820471,1.8244736842105262,-0.2739460893746324
935-3-28810,37,Oh Shenandoah,Anon. or Trad.,Treble Chorus,(SSA) (opt flute) (accomp),3,-0.41553282961926596,1.486756756756757,0.0178074189086037
935-3-22879,37,Sing a Song of Sixpence,Mendoza,Treble Chorus,(SA) (2 clarinets) (accomp),3,-0.2080265672164241,1.3602702702702703,0.03572048745247222
935-2-22701,37,Night Song,Hester,Treble Chorus,(SA) (accomp),2,0.008536983082969685,1.3689189189189188,-0.04284444775052489
931-3-21190,37,"A Red, Red Rose",Burton,Mixed Chorus,(SAB) (a cappella),3,-0.2045049234500922,1.892702702702703,-0.49710251578508047
935-1-36791,37,Gaudeamus Hodie,Rentz,Treble Chorus,(unison) (accomp),1,0.022701879210192955,1.3867567567567567,-0.06737828838827728
931-5-27685,37,Salvator mundi,Tallis,Mixed Chorus,(SAATB) (Latin) (a cappella) (a cappella),5,-0.4826024583177688,1.297027027027027,0.2662164149623891
935-2-22728,37,Schon Blumelein,Schumann,Treble Chorus,(German or English) (SA) (keyboard) (accomp),2,-0.47342616107400803,1.5224324324324325,0.030512663687386997
935-2-29538,37,Et in Terra Pax,Lightfoot,Treble Chorus,(2 part) (accomp),2,-0.026875257235088323,1.3418918918918916,0.0009225862762884831
931-1-27481,37,O Sing Out Forever,Purcell,Mixed Chorus,"(SAB, opt sop, baritone soli) (opt flutes) (accomp)",1,-0.4439409774885221,1.6756756756756757,-0.12338519175473271
931-2-21136,36,Sing a New Song,Schutz,Mixed Chorus,(flute & string bass) (accomp),2,-0.4415618081674113,1.4255555555555555,0.10628521753684884
935-3-31082,36,Remember Me,Chilcott,Treble Chorus,(SSA)(sign language optional) (accomp),3,-0.32183118549402523,1.203611111111111,0.23428156713947346
933-4-22317,36,Tumbalalaika,Anon. or Trad.,Tenor-Bass Chorus,(tenor solo) (accomp),4,-0.10163285068067407,1.238,0.11021928031752329
935-1-35356,36,I’ve Been in the Storm So Long,Traditional Spiritual,Treble Chorus,(SA) (opt descant) (opt piano) (a cappella),1,0.03716348697332983,1.2497222222222222,0.058749421512634986
935-2-30402,36,Doraji,Anon. or Trad.,Treble Chorus,(SSA) (accomp),2,-0.3066100608280684,1.3702777777777777,0.05659238245130322
935-4-29276,35,Esto Les Digo,Lange,Treble Chorus,(SSAA) (a cappella),4,-0.1526866314453923,1.2377142857142855,0.12204877489048585
933-4-29485,35,Pretty Saro,Anon. or Trad.,Tenor-Bass Chorus,(TTBB) (w/ baritone solo) (a cappella),4,-0.44225591141157183,1.2185714285714284,0.3105048875266649
935-4-23042,35,Dixit Dominus,Haydn,Treble Chorus,(Latin) (SSA soli or small group) (accomp),4,-0.4333183837836654,1.3808571428571428,0.13745779592692628
935-5-30861,35,Song to the Moon,Stroope,Treble Chorus,"(SSAA)(piano, flt, ob [flt & ob not opt]) (accomp)",5,-0.3173011614483561,1.304857142857143,0.13103737254493253
935-2-35380,35,Wade in the Water,Traditional Spiritual,Treble Chorus,(SA) (opt solos) (accomp),2,0.09112594336949253,1.181142857142857,0.08663074953054092
935-1-27828,35,Loch Lomond,Anon. or Trad.,Treble Chorus,(opt flute) (accomp),1,-0.4558690589784773,1.6565714285714286,-0.12437830402516187
935-1-22481,35,Personet Hodie,Anon. or Trad.,Treble Chorus,(w/ percussion) (a cappella),1,-0.3706204426306068,1.3905714285714286,0.136902543560335
935-5-30857,35,Under the Willow,Foster,Treble Chorus,(SSAA) (a cappella),5,-0.2618161127423402,1.1428571428571428,0.26467104358634014
931-3-21150,34,Chester,Billings,Mixed Chorus,(also pub separately) (a cappella),3,-0.4731008532093999,1.8623529411764703,-0.3084265526587473
935-5-23168,34,Ave Maria Op. 12,Brahms,Treble Chorus,(Latin) (keyboard) (accomp),5,-0.39521068863164954,1.7249999999999996,-0.25130794246679433
933-3-30370,34,Amor Vittorioso,Gastoldi,Tenor-Bass Chorus,(TBB) (a cappella),3,-0.1829371483321176,1.3035294117647058,0.07782912019460507
935-5-23174,34,We Sing To Spring (Salut Printemps),Debussy,Treble Chorus,(SSA) (French or English) (sop solo) (accomp),5,-0.4441636497046575,1.2741176470588234,0.24738330858907306
935-1-27831,34,Simple Gifts,Anon. or Trad.,Treble Chorus,(opt flute) (accomp),1,-0.1608932575006421,1.4705882352941178,-0.09654947467455433
935-4-27904,34,Bonny Wood Green,Anon. or Trad.,Treble Chorus,(SAA) (a cappella),4,-0.29313527807952533,1.2255882352941176,0.19361459437575815
931-3-21312,34,Let the Whole Earth Stand in Awe,Handel,Mixed Chorus,(SAB) (keyboard)/hines/co (accomp),3,-0.46437926700329335,1.5391176470588235,0.005508359384672834
935-4-23041,34,Magnificat,Haydn,Treble Chorus,(Latin) (soli opt) (keyboard) (accomp),4,-0.5128007828094585,1.5091176470588235,0.06492184659654854
935-4-23025,34,Laudamus Te,Clausen,Treble Chorus,(Latin) (orff inst) (accomp),4,-0.5320895082055603,1.5194117647058822,0.05625201013119233
931-3-29304,34,Cantate Domino,Snyder,Mixed Chorus,(SSAB) (a cappella),3,-0.26520322362670035,1.280625,0.12022847141770389
935-1-22559,33,Pie Jesu (from Requiem),Faure,Treble Chorus,(Latin) (unison) (accomp),1,-0.5259391153056399,2.0412121212121215,-0.427054715783049
935-3-32006,33,Non Si Ceda,Mozart,Treble Chorus,(SSA) (accomp),3,-0.31612518497046604,1.3633333333333333,0.06840313331796159
931-4-23235,33,Domine Fili Unigenite (from Gloria),Vivaldi,Mixed Chorus,(Latin) (accomp),4,-0.5222116283162743,1.6757575757575753,-0.04405272918406306
935-4-23086,33,Laudamus Te (from Gloria),Vivaldi,Treble Chorus,(Latin) [SA(A)] (opt strings) (accomp),4,-0.5174022934216373,1.5745454545454542,0.05223098866489179
935-2-22723,33,Birdsong,Read,Treble Chorus,(SA) (accomp),2,-0.20201078761684954,1.393333333333333,-0.004423192348875829
935-5-30449,33,The Kiss,Council,Treble Chorus,(SSAA) (accomp),5,-0.20288869601232884,1.1918181818181817,0.18816237416794085
931-3-21148,33,"Break Forth, O Beauteous Heavenly Light",Bach,Mixed Chorus,(two chorales) (also pub separately) (w/ or w/o accomp) (a cappella),3,-0.43707765379485797,1.6772727272727275,-0.17132698738612964
935-3-32038,33,Jabula Jesu,Hatfield,Treble Chorus,(SSAA)(Percussion required) (a cappella),3,-0.3007923437608919,1.252121212121212,0.17717899755321426
931-1-27471,33,Skye Boat Song,Anon. or Trad.,Mixed Chorus,"(SSATB, opt solo) (accomp)",1,-0.2962612662937263,1.6363636363636365,-0.203143085395994
931-1-20986,33,Jubilate! Jubilate!,Anon. or Trad.,Mixed Chorus,(SAB) (a cappella),1,-0.5212404954752106,1.8787878787878787,-0.2539565124010397
935-2-29514,32,"Adoramus te, Christe",Sebek,Treble Chorus,(2 part) (a cappella),2,-0.21216774870061395,1.2818750000000003,0.11109953917113913
935-4-22929,32,Balulalow,Britten,Treble Chorus,(also pub separately) (accomp),4,-0.38802538927485464,1.2709375,0.21986966799573288
935-3-22742,32,Elegy,DeWitt,Treble Chorus,(a cappella),3,-0.20537375234716193,1.15625,0.23798556148127886
931-5-21825,32,Lautrier Priay de Danser,Costeley,Mixed Chorus,(French) (w/o inst) (a cappella),5,-0.48683387352866303,1.4481249999999999,0.14375840233106185
933-2-27740,32,Shenandoah,Anon. or Trad.,Tenor-Bass Chorus,(TB) (accomp),2,-0.41805778071295374,1.3959375,0.1295916014217119
935-1-30834,32,The Skies Can't Keep Their Secret,Gray,Treble Chorus,(SA) (only version allowed) (accomp),1,-0.14547361446184004,1.3234375000000003,0.034987675357470646
931-1-27474,32,Set Down Servant,Anon. or Trad.,Mixed Chorus,(SAB) (accomp),1,-0.38470340259775027,2.0883333333333334,-0.5480114559792121
935-2-22732,32,Wintersong,Snyder,Treble Chorus,(SSA) (accomp),2,-0.20135419564086887,1.311875,0.07682526247616735
931-4-21555,32,Tantum Ergo,Faure,Mixed Chorus,(Latin) (keyboard) (solo opt) (accomp),4,-0.4919444455111206,1.5,0.06994940508306849
935-2-32010,32,Now My Heart,Arcadelt,Treble Chorus,(SSA)(opt percussion) (a cappella),2,-0.2970157983512336,1.096774193548387,0.33624500096473126
933-3-22179,31,Steal Away,Anon. or Trad.,Tenor-Bass Chorus,(TTB or TBB) (a cappella),3,-0.23544591361626654,1.588666666666667,-0.18829355656523064
935-1-29417,31,Bashana Haba'ah,Hirsch,Treble Chorus,(2 part) (accomp),1,-0.18191158230760007,1.365483870967742,0.04872824321481219
933-2-22077,31,Vive l'amour,Anon. or Trad.,Tenor-Bass Chorus,(CBB) (a cappella),2,-0.2715141835264905,1.4729032258064518,-0.05773198444194652
935-2-29552,31,Ye Banks and Braes,Anon. or Trad.,Treble Chorus,(2 part) (opt flute or c inst) (accomp),2,-0.4534266773740194,1.7522580645161288,-0.2249239973743668
933-4-27784,31,Avre Tu Puerta Serrada,Ladino,Tenor-Bass Chorus,"(TBB, bass solo) (percussion) (accomp)",4,-0.4842658844256944,1.3977419354838712,0.1458732671744786
935-2-22628,31,How Merrily We Live,Este,Treble Chorus,(SA) (accomp),2,-0.5115242771460691,1.7632258064516129,-0.18472864543979686
933-4-33207,31,Dominus Vobiscum,Narverud,Tenor-Bass Chorus,(TBB divisi) (unaccomp) (a cappella),4,-0.2319394071865164,1.2683870967741935,0.1267373225120128
931-5-21497,31,Cry Out and Shout,Nystedt,Mixed Chorus,(SSATTB) (a cappella),5,-0.24138026003787805,1.1716129032258062,0.2194507363984934
931-5-27631,31,A Jubilant Song,Dello Joio,Mixed Chorus,"(SATB divisi, sop solo) (accomp)",5,-0.46603705213892854,1.397741935483871,0.1613429273553725
931-5-21724,31,The Battle of Jericho,Anon. or Trad.,Mixed Chorus,(SATB divisi) (a cappella),5,-0.4174232973550023,1.2683870967741933,0.2745921497081902
931-5-21704,31,Candomble,Escalada,Mixed Chorus,(Spanish) (SSATB) (hand rhythms opt) (a cappella),5,-0.5094336528439283,1.5051612903225808,0.09392315122363362
935-5-33322,31,Lorelei,C Schumann,Treble Chorus,(SSA)(perform in German) (accomp),5,-0.10838375129562028,1.106774193548387,0.24936734751930284
935-4-23076,30,Von dem Rosenbusch,Schumann,Treble Chorus,(German) (SA) (accomp),4,-0.49442943312200804,1.4996666666666665,0.1002686753797302
935-2-27881,30,Annie Laurie,Scott,Treble Chorus,(accomp),2,-0.39228857592786803,1.3553333333333335,0.16815483077695248
935-4-33194,30,Er ist gekommen,Schumann,Treble Chorus,(SSA divisi) (accomp),4,-0.19510429886766745,1.1666666666666667,0.21254175297725522
935-1-22599,30,Antiphonal Hosanna,Smith,Treble Chorus,(2 part) (accomp),1,-0.012238197903624792,1.3216666666666665,0.014228608608268682
935-3-22890,30,Gloria in Excelsis,Perti,Treble Chorus,(SA) (continuo) (accomp),3,-0.49979286409319434,1.6443333333333332,-0.053771379209947484
935-1-34536,30,Wishing Star,Bolton,Treble Chorus,(accomp),1,0.03814625173266428,1.1773333333333333,0.12302108527015587
933-4-22267,29,"Brothers, Sing On!",Grieg,Tenor-Bass Chorus,(TTBB) (a cappella),4,-0.270018045193827,1.149310344827586,0.255494779767502
935-4-23052,29,A Child Said,McCray,Treble Chorus,(SSAA w/ alto solo) (keyboard & oboe) (accomp),4,-0.49463091030679873,1.332758620689655,0.223542263927602
933-2-29517,29,Santa Lucia,Cottrau,Tenor-Bass Chorus,(Latin)(TB) (accomp),2,-0.22693264037697936,1.5972413793103446,-0.1983947883664093
935-5-23015,29,Weg Der Liebe,Brahms,Treble Chorus,(German) (SA) (accomp),5,-0.5021008467731827,1.7237931034482756,-0.13538404639232077
933-3-22204,29,Cindy,Anon. or Trad.,Tenor-Bass Chorus,(TBB) (accomp),3,-0.2544130809737495,1.4596551724137927,-0.05624550825442645
935-5-32008,29,The Bartered Bride,Smetana,Treble Chorus,(SSAA)(Czech) (accomp),5,-0.2671168713687042,1.160344827586207,0.24592851817625638
931-5-21678,29,Sing Joyfully,Byrd,Mixed Chorus,(SSAATB) (a cappella),5,-0.47679850120140865,1.5517241379310345,-0.027029961695281924
935-3-34560,29,O Magnum Mysterium,Ramos,Treble Chorus,(a cappella),3,0.02270187921019251,1.0913793103448273,0.2279991580236519
935-2-30405,29,Laudate Dominum,Mozart,Treble Chorus,(SSA) (accomp),2,-0.26869630756824936,1.4937931034482759,-0.08934146375401904
931-5-21685,29,"Allon, Gay Bergeres",Costeley,Mixed Chorus,(French) (a cappella),5,-0.4516879522789632,1.5513793103448277,-0.003847005065634344
935-2-22485,28,When Jesus Wept,Billings,Treble Chorus,(4 part) (a cappella),2,-0.36581766486119016,1.3324999999999998,0.16667279306516
935-2-35367,28,Gloria,Reese,Treble Chorus,(SSA) (a cappella),2,0.06512259531539455,1.1970370370370371,0.09034807907281708
935-3-22770,28,Shady Grove,Anon. or Trad.,Treble Chorus,(a cappella),3,-0.18613634797920264,1.3217857142857146,0.0705569640584296
935-4-35418,28,Lineage,Ramsey,Treble Chorus,(SSA) (percussion) (a cappella),4,0.05245147232293157,1.2378571428571428,0.05908442912217079
933-3-33295,28,Star of Light,Farnell,Tenor-Bass Chorus,(T(T)B(B))(accomp),3,-0.07597594762999971,1.1542857142857141,0.1892813518831444
933-2-30363,28,Arirang,Beery,Tenor-Bass Chorus,(TTB) (accomp),2,-0.31224829308776414,1.285714285714286,0.1376841217775206
935-2-27885,28,The Drinking Gourd,Anon. or Trad.,Treble Chorus,(opt flute) (accomp),2,-0.29113801996999245,1.6546428571428573,-0.18073279963745925
931-2-21084,28,Domine Deus,Regnart,Mixed Chorus,(Latin) (SAB) (a cappella),2,-0.4862790281100211,1.8335714285714286,-0.24311659030028607
935-5-23202,27,Annunciation,Pfautsch,Treble Chorus,(harp or piano or guitar) (accomp),5,-0.4870524854685494,1.3825925925925926,0.18583657146026614
933-4-27792,27,She Moved Through the Fair,Anon. or Trad.,Tenor-Bass Chorus,"(TBB, opt divisi) (a cappella)",4,-0.2443845466750736,1.1848148148148145,0.24602586013152652
933-2-30365,27,Fillimiooriay,Anon. or Trad.,Tenor-Bass Chorus,(TTB) (accomp),2,-0.0459288643190876,1.1477777777777776,0.20194822479112862
935-1-35358,27,Who Has Seen the Wind,Patterson,Treble Chorus,(unison) (opt 2 part) (accomp),1,0.05740973784172143,1.432222222222222,-0.13902013297443622
931-3-21211,27,Kyrie,Gabrieli,Mixed Chorus,(Latin) (a cappella),3,-0.42121296362208693,1.4937037037037035,0.02333833428898228
933-2-33220,27,A Cowboy's Life,Davison,Tenor-Bass Chorus,(TB opt divisi) (accomp),2,-0.2177269994605051,1.4074074074074072,-0.01605862565311003
931-5-21757,27,Exsultate Deo,Palestrina,Mixed Chorus,(Latin) (SAATB) (a cappella),5,-0.44996070641855557,1.21,0.3327119278893517
933-3-29569,27,Down in the Valley,Anon. or Trad.,Tenor-Bass Chorus,(TTB) (accomp),3,-0.5249142036948593,1.2585185185185184,0.3715931527126142
933-3-22195,27,The Trumpeter,Dix,Tenor-Bass Chorus,(TBB) (trumpet) (accomp),3,-0.4754022078164577,1.5796296296296293,-0.02139219059354314
935-5-33217,27,Alleluia,Basler,Treble Chorus,"(SSAA (piano, horn; percussion opt)) (accomp)",5,-0.33263625366663074,1.234814814814815,0.2112900980746843
935-3-29528,27,Loveliest of Trees,Butler,Treble Chorus,(SSA) (piano & violoncello obligato) (accomp),3,-0.44281090649896826,1.432222222222222,0.08803874385264508
931-3-21335,26,We Sing of Spring,Nelson,Mixed Chorus,(triangle & finger cymbals) (accomp),3,-0.5138688089347228,1.2692307692307696,0.32776626945987736
931-2-31045,26,Festival Cantate,Johnson,Mixed Chorus,(3-part mixed) (accomp),2,-0.07099503808953722,1.3976923076923076,-0.07045786268666927
931-4-29312,26,The Gartan Mother's Lullaby,Anon. or Trad.,Mixed Chorus,(SATB) (opt flute or vln) (accomp),4,-0.3673483071301189,1.4230769230769231,0.04309675520571838
931-5-27664,26,Abide With Me,Monk,Mixed Chorus,(SATB divisi) (a cappella),5,-0.45042762770004297,1.7176923076923076,-0.19591341923188518
931-3-21251,26,Agnus Dei,Porterfield,Mixed Chorus,(Latin) (a cappella),3,-0.18737949155245892,1.115,0.258504968726247
935-1-29415,26,The Sally Gardens,Anon. or Trad.,Treble Chorus,(unison) (accomp),1,0.012623010811976032,1.3976923076923078,-0.07354937579311976
935-2-33783,26,The Hurricane,Thomas,Treble Chorus,(SSA opt) (accomp),2,-0.10566806467769907,1.3207692307692307,0.0327947214051451
935-2-30403,26,God Be In My Head,Ramsey,Treble Chorus,(SA) (accomp),2,0.02270187921019251,1.243846153846154,0.07553231452232566
935-5-22982,26,Sing a New Song,Mendoza,Treble Chorus,(SSAA) (a cappella),5,-0.22870904995119412,1.2307692307692304,0.16287370582454888
931-3-29430,25,Kyrie Eleison,Schram,Mixed Chorus,(3 part mixed) (accomp),3,-0.1762783799904819,1.3863999999999999,-0.012637626244707647
935-2-29490,25,"Danza, Danza",Anon. or Trad.,Treble Chorus,(2 part) (accomp),2,-0.28850001185192187,1.3459999999999996,0.07145984044288949
935-3-22773,25,Adoramus Te,di Lasso,Treble Chorus,(a cappella),3,-0.16770048685423555,1.3467999999999998,0.026953545604765906
935-4-29282,25,Popule Meus,Busto,Treble Chorus,(SSA) (a cappella),4,-0.2890970014956602,1.4528,-0.037676372074138376
935-1-22562,25,Give Thanks and Praise,Handel,Treble Chorus,(SA) (accomp),1,-0.061154305862969105,1.4264,-0.06738119505602644
935-4-22974,25,See the Gypsies,Anon. or Trad.,Treble Chorus,(SSAA) (a cappella),4,-0.2987514746031803,1.2404000000000002,0.17645465548590863
935-3-33331,25,A Joyful Song,Lightfoot,Treble Chorus,(SSA) (accomp),3,-0.5104421806297035,1.786,-0.18819053520175857
931-5-21723,25,Elijah Rock,Anon. or Trad.,Mixed Chorus,(SATB divisi) (a cappella),5,-0.2978371803744191,1.2927999999999997,0.12190728159894987
933-2-36776,25,Bella Ciao,Jones,Tenor-Bass Chorus,(TB) (opt. a cappella) (accomp),2,0.02270187921019262,1.2932,0.026178468368479493
931-4-30794,25,El Mar,Ramsey,Mixed Chorus,(SATB) (Spanish) (accomp),4,-0.11251958551159857,1.1468,0.2073302168598061
931-1-20969,25,Winter,Anon. or Trad.,Mixed Chorus,(a cappella),1,-0.23614696815980984,1.5064,-0.10600186163801452
935-2-27852,25,Cantate Domino,Cobb,Treble Chorus,(accomp),2,-0.00874419019224315,1.226,0.10824359458428975
933-4-29292,25,Wir Haben Ihn Gesehen,Beethoven,Tenor-Bass Chorus,(TTB) (German) (accomp),4,-0.22363020727928906,1.186,0.20437576076350197
931-4-21599,25,Magnificat,Schubert,Mixed Chorus,(Latin) (accomp),4,-0.4565085063165615,1.4532000000000003,0.09552415106643462
933-2-21990,25,Shoshone Love Song,Emerson,Tenor-Bass Chorus,(TBB) (accomp),2,0.012219856076047364,1.4,-0.07566648955958374
933-2-22057,25,Battle Cry of Freedom,Anon. or Trad.,Tenor-Bass Chorus,(TB) (a cappella),2,-0.5196315890670797,1.4927999999999997,0.1315516434505564
933-5-29291,25,Sanctus,McCray,Tenor-Bass Chorus,"(TTBB) (piano, marimba & percussion) (accomp)",5,-0.43930646875050994,1.4123999999999999,0.11699352512582556
933-5-29290,25,Blue Tail Fly,Anon. or Trad.,Tenor-Bass Chorus,(TTBB) (opt xylophone) (accomp),5,-0.4720381535580287,1.2531999999999999,0.26462975383986737
931-5-21688,25,Dieu! qu'il la fait bon regarder!,Debussy,Mixed Chorus,(French) (SATB divisi) (a cappella),5,-0.5217411059432973,1.4268,0.1846727598751109
935-1-22547,25,If I Could Be a Shepherd,Butler,Treble Chorus,(unison/descant opt) (flute) (accomp),1,-0.3748833017845472,1.3863999999999999,0.09157911474685627
931-2-25113,25,O Bella Fusa,di Lasso,Mixed Chorus,(Italian) (a cappella),2,-0.25916240279644187,1.5732,-0.12102096937425526
933-3-22130,25,Away to Rio!,Anon. or Trad.,Tenor-Bass Chorus,(TB) (accomp),3,-0.22911101401012934,1.4668,-0.07191751223725518
931-4-21594,24,Riddle Song,Rutter,Mixed Chorus,(keyboard or inst) (accomp),4,-0.4990509798248377,1.8329166666666667,-0.2641910655865605
931-5-27625,24,O vos omnes,Casals,Mixed Chorus,(SATB divisi) (a cappella),5,-0.4232545938993162,1.5695833333333333,-0.08492105465430644
935-5-23121,24,Ave Maria,Holst,Treble Chorus,(Latin) (SSAA double choir) (a cappella),5,-0.5129557687656112,1.2774999999999999,0.3106804998962467
935-5-23100,24,In stiller Nacht,Brahms,Treble Chorus,(German) (a cappella),5,-0.34955977327360355,1.3054166666666667,0.1522077484371027
935-3-27891,24,Jubilate Deo,Brunner,Treble Chorus,"(brass quintet, organ or keyboard) (accomp)",3,-0.4041519445653201,1.3758333333333335,0.11958741803055739
935-1-22597,24,Windy Nights,Schultz,Treble Chorus,(2 part) (harp or piano; additional inst opt) (accomp),1,-0.4273743716506926,1.6391666666666669,-0.11623746585652439
931-3-21304,24,What Sweeter Music,Fink,Mixed Chorus,"(guitar, piano or harp; & triangle) (accomp)",3,-0.48150138143186116,1.4712499999999997,0.07763783061568212
935-5-29257,24,Ave Maria,Forbes,Treble Chorus,(SSAA) (a cappella),5,-0.3210487372851749,1.3895833333333336,0.036881592417021915
931-3-21313,24,Praise the Lord,Handel,Mixed Chorus,(SATB or SAB) (accomp),3,-0.5123651388488826,1.9858333333333331,-0.3811184857531009
935-2-22690,23,Ca' the Yowes,Anon. or Trad.,Treble Chorus,(2 part) (recorder or flute) (accomp),2,-0.46219903651639394,1.8256521739130434,-0.2922477319317207
935-2-28800,23,En Roulant ma Boule,Anon. or Trad.,Treble Chorus,(SA) (French) (accomp),2,-0.2704473596648067,1.4926086956521742,-0.08836253976250177
935-3-22843,23,Bella Bimba,Anon. or Trad.,Treble Chorus,(SSAA) (accomp),3,-0.3000769190055479,1.2317391304347824,0.18459950328781716
931-5-21849,23,Ave Verum Corpus,Mozart,Mixed Chorus,(Latin) (accomp),5,-0.16935423589462384,1.231304347826087,0.14136229953354346
